Date,^GSPC,GLD,GILD,GPS,OIL,XOM
2010-01-05,-0.0009108014323097047,0.0031156762470601067,-0.000923810644891776,0.01217137233829746,0.004514710308502812,0.003904497356341352
2010-01-06,0.016499590241556783,0.0005455205267743679,0.03467406540333173,0.012025011446608502,0.014606703572782598,0.008643028194843971
2010-01-07,-0.006187803673431969,0.004001201206520033,0.002457573836352811,-0.03659700396402077,-0.005906238464377989,-0.0031418738849703365
2010-01-08,0.004963030138964042,0.0028817272377106296,-0.00735453548817766,0.006413418845584662,0.0033419977720015037,-0.004011547105520874
2010-01-11,0.013288991291488195,0.0017467554323526981,0.007858059994205968,0.010784362745098308,-0.007401924500370027,0.011219879655633536
2010-01-12,-0.020912716365311782,-0.009381165484684484,0.0013366451623222364,-0.032007854897776244,-0.022371401938851676,-0.004978748009441869
2010-01-13,0.009503149778317566,0.008325925649479649,0.012458219967558914,0.0010020541584194742,-0.011060221627010702,-0.004002845060879778
2010-01-14,0.004393024884408847,0.0024264252400085784,-0.0010986377103334721,-0.012012012012012074,-0.004627882761280455,0.00014356251309233237
2010-01-15,-0.010443613411082908,-0.010823130472199405,0.0013198636453997104,-0.009118591691996025,-0.01782251134531221,-0.008180238231917492
2010-01-19,0.005953418672619336,0.01249962645133573,0.01669593585237239,0.021983692330454607,0.01380674556213024,0.002315091849007578
2010-01-20,-0.023134819488920818,-0.010597829314099472,-0.004969749459156181,-0.0105052026013005,-0.02645918184983731,-0.01790093913242119
2010-01-21,-0.014411593273148782,-0.01894490374780211,-0.0058631923097327565,-0.029828107693219974,-0.01838533173461243,-0.019550228128035196
2010-01-22,-0.00186276422102738,-0.022140988143826926,0.0065531456215193185,-0.017196455591638626,-0.025651426125872345,-0.008995487660966361
2010-01-25,0.0028926472500261373,0.0045980975251145315,-0.008029578644549673,0.007423064293580861,0.014208106978687907,-0.0037821483746489637
2010-01-26,0.0007442779844357705,-0.004203199254278256,-0.018376723219792557,-0.0026315263157894453,-0.009476679027606072,0.0010630220520277955
2010-01-27,-0.009576041457345363,0.004880152160628315,0.07064858637505211,0.013192611441023239,-0.011647295688548387,-0.005764517771981614
2010-01-28,-0.0004693138127224161,-0.01181774123006829,-0.011032535157524448,-0.008854166205512048,0.0016834595959596133,-0.008849587902813871
2010-01-29,-0.004883583634008759,-0.009829173665047541,0.015996675057742715,0.0026273776864225162,-0.01302516861450298,-0.00815885172658315
2010-02-01,0.022555672164549682,0.014266108627050356,-0.009529707893101369,0.004192872117400492,0.028522775649212573,0.027161260282477118
2010-02-02,0.007198883381613008,0.012972948489615277,0.01568709442193894,0.01617948851774509,0.0331125413907285,0.011786022967663845
2010-02-03,-0.003940254850368974,-0.005474311437853818,-0.021004941906817454,-0.023112430565610076,-0.00520829347789642,-0.0053763591006026346
2010-02-04,-0.039834352525327084,-0.03114067794630382,-0.022507361747846844,0.024185068349106276,-0.049939589206604906,-0.028228184030876458
2010-02-05,0.0029701733361069405,0.0028971188714779217,-0.0019367333346949067,0.020533829568788464,-0.017380245866892796,0.0012361248263887958
2010-02-08,-0.006113861291555223,-0.0088632903356195,-0.0062527165534126405,-0.010563330511233704,-0.005608326143226927,-0.006944521283432703
2010-02-09,0.013168041011456744,0.013040132984841302,0.004556281188978106,0.013218098627351127,0.03340568474645056,0.013208998079533796
2010-02-10,-0.0027511715111974144,-0.002232573847614661,-0.00712738676301039,-0.002007074761665839,0.009235978169605419,-0.00536808306908354
2010-02-11,0.019120946942895456,0.009680437729113313,0.01718505509712709,0.012066365614196384,0.009151372331473784,0.006013878365886738
2010-02-12,-0.0008400634978081857,-0.0027445928765688077,0.005346450185904628,-0.008941778884340668,-0.013190395713107983,-0.0067442521993945626
2010-02-16,0.024103157472877838,0.018000748314746184,-0.002978068622763952,-0.009022606064029826,0.03968245448277119,0.022839443387062897
2010-02-17,-0.003375323753640136,0.004237959777133149,0.03797744907141998,0.006575619625695417,0.006428284709854681,-0.00784545877859777
2010-02-18,0.006681949656750508,0.006584742234406749,0.016443966436013646,0.004522613065326642,0.02075852378277543,0.0030413168174781013
2010-02-19,-0.004637224823498154,0.0021866220917099444,-0.012335712591795445,-0.007003501750875274,0.008603871724677248,-0.0013644026889690908
2010-02-22,-0.0036539782255049507,-0.0010458576719368784,-0.01965599918099925,-0.004030226700251993,-0.0007755331223135986,-0.0071352812903316964
2010-02-23,-0.010818749426973362,-0.01210280943219999,-0.011069402442159482,0.005563935255437524,-0.01862627085758628,-0.007033638928634844
2010-02-24,-0.00491239229689866,0.009720458828148315,0.004435121623447502,0.020623844095766897,0.018979793634646303,0.009393301219793537
2010-02-25,0.008848705208190033,-0.0020810403358639817,-0.0031539318092109747,0.004928437411116926,-0.02405898331393097,-0.006254828089023889
2010-02-26,0.010340707420195994,0.0014053793342496679,0.004218540392322501,0.05443850193420796,0.01988071570576544,-0.0021492017523673246
2010-03-01,0.0,0.010158508543839371,-0.0021004620436787524,0.0046511627906977715,-0.012475633528265084,0.006153876923076895
2010-03-02,0.0145298090103263,0.002330442579959957,0.000631509182551504,-0.0023148611111112327,0.011843624161073762,0.0013760855848292675
2010-03-03,0.005494505642978932,0.0004292011827464748,0.0006310264907229968,0.009744826438275123,0.015606789528161968,-0.000916139896660173
2010-03-04,-0.0071664876959550705,0.003736118354911389,-0.010721021652301932,0.0133271599264706,-0.00653092560388302,-0.00045847470579252203
2010-03-05,-0.00018049264313835245,0.014007480525942029,0.01168720757145758,0.01224494386598396,0.017401314098943743,0.016360840478261585
2010-03-08,-0.00839275351308999,-0.00017559586247850592,-0.012602457202216977,0.00044802867383508804,0.0,0.0001504738957354146
2010-03-09,-0.0014560976007308435,0.0017127369345630858,0.009147011663348747,-0.0040304523063143805,-0.006461421758320762,0.0045125750069536785
2010-03-10,-0.011392635696385043,0.0045245597980652094,-0.0033726813527126254,0.005845368705036158,0.0076511479591105935,0.006588829089380299
2010-03-11,0.0011984603927495119,0.0040415194181464545,-0.0038071278300999545,0.013857800006356724,0.0037965451784358617,0.0
2010-03-12,-0.005985276353320025,-0.0002173459470836692,0.006794055490193518,0.005290961199294619,-0.013237556231559977,-0.006248110588394584
2010-03-15,0.0037980918146760523,0.0004521952404124008,0.0021088571112972687,0.01184214964219965,-0.01609812188577997,-0.007485029603965687
2010-03-16,0.01882614415996553,0.007779116150410603,-0.001052167508417523,0.009969614217598677,0.02337358784573418,0.004072352756906872
2010-03-17,-0.007337010736648386,0.005821675803430404,-0.006109142487694563,-0.006437725598185673,0.011800532927293439,0.011867222472585315
2010-03-18,0.006843690367503985,-0.0003258461278053959,0.005086858838490915,0.0069114038876889605,-0.0075244920993228215,0.0004453384731988308
2010-03-19,-0.01866954028165813,-0.005086446757935237,0.009489688295642784,-0.003861004026641135,-0.01857467849032135,-0.005193619308408004
2010-03-22,-0.004894708209223443,0.005095296902933644,0.00584923764046863,0.0077519813846675945,0.008883816488366891,-0.0010441527290551145
2010-03-23,0.00529002320185601,0.007170966604260531,-0.008099771210809181,-0.008119700854700818,0.004594142243715682,-0.00029870090639538827
2010-03-24,-0.01864842134416533,-0.00549330400052339,-0.00984080861979919,-0.006462731859661064,-0.019817111280487798,-0.006721389397522981
2010-03-25,0.004515484350456678,-0.0017041679935436704,-0.028335799781437965,0.014744189711370037,-0.0007775272464045635,-0.0030074736842105043
2010-03-26,0.016950711902516513,0.0007377231560947718,-0.013275320712180072,0.0008547008547010737,-0.0031128403458038356,0.0036198791725545743
2010-03-29,0.0014734690661559744,0.005683235063929981,0.01191003528892809,-0.008112724167378405,0.03044492465086157,0.011421731117797762
2010-03-30,-0.0071724045977011874,4.26595193032675e-05,-0.005884917046972027,0.0008609556607834801,0.0,-0.003714710087011408
